,Location,TotalFatalInjuries
4158,"danville, va",5.0
14236,"quinhagak, ak",5.0
832,"atlantic ocean, bahamas",5.0
5466,"falfurrias, tx",5.0
2984,"charloeri, belgium",5.0
8369,"kahului, hi",5.0
8158,"jamestown, ca",5.0
749,"ashford, wa",5.0
1816,"boonsboro, md",5.0
11456,"mount charleston, nv",5.0
14485,"republic, wa",5.0
1729,"blue ash, oh",5.0
5107,"elkhorn, wi",5.0
4126,"danbury, ct",5.0
7854,"hurricane, wv",5.0
4493,"dixie, id",5.0
428,"altoona, pa",5.0
6870,"gulkana, ak",5.0
6368,"glendale, or",5.0
6835,"guayaquil, ecuador",5.0
4614,"drummond island, mi",5.0
6369,"glendive, mt",5.0
2421,"caliente, ca",5.0
6826,"guarico, venezuela",5.0
2416,"calhoun, ga",5.0
2414,"calhan, co",5.0
18029,"waco, tx",5.0
2403,"caldwell, id",5.0
13366,"pellston, mi",5.0
18050,"waialeale,kauai, hi",5.0
18062,"wainwright, ak",5.0
2177,"bryant, sd",5.0
12839,"ontario, ca",5.0
2147,"brownton, mn",5.0
2146,"brownsville, tx",5.0
6878,"guntersville, al",5.0
4530,"donnelly, id",5.0
12569,"noxen, pa",5.0
2103,"brooklyn, ia",5.0
7136,"harrison, ny",5.0
19175,"yucca valley, ca",5.0
17831,"veracruz, mexico",5.0
5251,"ephrata, wa",5.0
5247,"eola, il",5.0
7035,"hanalei, hi",5.0
17936,"villavicenco, colombia",5.0
17868,"vernon, tx",5.0
7014,"hampshire, il",5.0
12690,"ocana, colombia",5.0
4559,"douglas, az",5.0
4572,"dover township, nj",5.0
17893,"vicksburg, ms",5.0
6928,"halawa, hi",5.0
2392,"cajamarca, colombia",5.0
18063,"wainwright, canada",5.0
400,"alpine, ca",5.0
6527,"graham, tx",5.0
13014,"oxford, ia",5.0
6568,"grand marais, mn",5.0
5182,"elyria, oh",5.0
6549,"grand haven, mi",5.0
18372,"webster, wi",5.0
334,"alexandria, la",5.0
13059,"pageland, sc",5.0
18309,"waukegan, il",5.0
6641,"grayslake, il",5.0
18320,"wautoma, wi",5.0
6488,"goshen, in",5.0
2287,"burlington, wi",5.0
4770,"eagle river, ak",5.0
6430,"goldendale, wa",5.0
2284,"burlington, nc",5.0
13100,"palm bay, fl",5.0
13010,"oxbow, or",5.0
13207,"park city, ut",5.0
6770,"griffin, ga",5.0
2211,"buena park, ca",5.0
396,"alpena, mi",5.0
4647,"duchesne, ut",5.0
12894,"orland, ca",5.0
5206,"emporia, ks",5.0
6381,"glenpool, ok",5.0
2362,"caboolture, australia",5.0
6716,"greensburg, ks",5.0
2212,"buena vista, co",5.0
4691,"dunsmuir, ca",5.0
6706,"greenhead, fl",5.0
2353,"cabazon, ca",5.0
6699,"greeneville, tn",5.0
12978,"ottumwa, ia",5.0
13233,"parkland, fl",5.0
12989,"overland park, ks",5.0
6682,"green valley, ca",5.0
12562,"novo prgresso, brazil",5.0
7188,"haskell, tx",5.0
1907,"bradenton, fl",5.0
2528,"candido mota, brazil",5.0
4350,"delta junction, ak",5.0
13896,"port clinton, oh",5.0
12089,"new brighton, mn",5.0
13884,"port angeles, wa",5.0
7553,"hog cay, bahamas",5.0
12097,"new castle, de",5.0
13876,"poptun, guatemala",5.0
4816,"east haddam, ct",5.0
12131,"new haven, mi",5.0
17587,"tyler, tx",5.0
12191,"new richmond, wi",5.0
13843,"pomona, nj",5.0
4383,"denton, tx",5.0
12195,"new roads, la",5.0
2665,"carp lake, mi",5.0
17601,"ucayali, peru",5.0
19151,"york, pa",5.0
14625,"rio lujan, argentina",5.0
4818,"east hampton, ny",5.0
13924,"port orange, fl",5.0
2761,"castlegar, canada",5.0
17359,"toughkenamon, pa",5.0
11788,"naknek, ak",5.0
7782,"huffman, tx",5.0
19112,"yarmouth, ma",5.0
19119,"yeehaw junction, fl",5.0
11853,"navegantes, brazil",5.0
17404,"travis afb, ca",5.0
7741,"howard, co",5.0
7639,"honesdale, pa",5.0
4319,"delano, ca",5.0
7686,"hopland, ca",5.0
11974,"near shafter, nv",5.0
2736,"cascade, id",5.0
12017,"needles, ca",5.0
608,"apison, tn",5.0
5346,"eureka, ca",5.0
12224,"new york, ny",5.0
13806,"point lookout, mo",5.0
17609,"ukiah, ca",5.0
13612,"pinedale, wy",5.0
2594,"capitan miranda, paraguay",5.0
7317,"heflin, al",5.0
4448,"diamond lake, or",5.0
12405,"norco, ca",5.0
12422,"normalville, pa",5.0
6332,"glarus, switzerland",5.0
2567,"canuto, st lucia",5.0
2077,"bronson, fl",5.0
12343,"nightmute, ak",5.0
7218,"havasu lake, ca",5.0
494,"anaconda, mt",5.0
12485,"north lima, oh",5.0
2543,"canon city, co",5.0
12493,"north myrtle beach, sc",5.0
17766,"valparaiso, fl",5.0
13563,"pikeville, ky",5.0
6321,"glacier peak, wa",5.0
13705,"plainview, tx",5.0
2650,"carmel valley, ca",5.0
12253,"newcastle, ok",5.0
2015,"bridgeton, mo",5.0
548,"angleton, tx",5.0
17626,"umpire, ar",5.0
2018,"bridgetown, barbados",5.0
2643,"carlsbad, nm",5.0
17631,"uncertain, tx",5.0
13749,"pleasanton, ca",5.0
17639,"union city, ca",5.0
2041,"brisbane, australia",5.0
4399,"derry, pa",5.0
2625,caribbean sea,5.0
2032,"brighton, co",5.0
5135,"ellijay, ga",5.0
13714,"plant city, fl",5.0
7460,"highmore, sd",5.0
2039,"brinnon, wa",5.0
17526,"turbotville, pa",5.0
18358,"weatherford, tx",5.0
5014,"el prado, nm",5.0
1191,"baudette, mn",5.0
8816,"kurnoon, india",5.0
970,"bagdad, az",5.0
10458,"marysvale, ut",5.0
